1,0.99925
2,0.9985
3,0.99776
4,0.99703
5,0.9963
6,0.99559
7,0.99487
8,0.99418
9,0.99349
10,0.99281
11,0.99214
12,0.99149
13,0.99084
14,0.99021
15,0.98959
16,0.98898
17,0.98837
18,0.98778
19,0.98719
20,0.9866
21,0.98601
22,0.98543
23,0.98485
24,0.98428
25,0.98372
26,0.98317
27,0.98262
28,0.98208
29,0.98155
30,0.98102
31,0.98049
32,0.97996
33,0.97944
34,0.97893
35,0.97842
36,0.97792
37,0.97742
38,0.97692
39,0.97643
40,0.97594
41,0.97544
42,0.97492
43,0.97442
44,0.97391
45,0.9734
46,0.97289
47,0.97237
48,0.97185
49,0.97133
50,0.9708
51,0.97027
52,0.96974
53,0.9692
54,0.96866
55,0.96811
56,0.96756
57,0.967
58,0.96644
59,0.96587
60,0.9653
61,0.96471
62,0.96413
63,0.96353
64,0.96291
65,0.96229
66,0.96165
67,0.96101
68,0.96036
69,0.9597
70,0.95903
71,0.95835
72,0.95765
73,0.95695
74,0.95623
75,0.95551
76,0.95476
77,0.95402
78,0.95326
79,0.9525
80,0.95172
81,0.95094
82,0.95014
83,0.94934
84,0.94852
85,0.9477
86,0.94687
87,0.94603
88,0.94518
89,0.94431
90,0.94344
91,0.94256
92,0.94167
93,0.94077
94,0.93988
95,0.93894
96,0.93801
97,0.93707
98,0.93612
99,0.93516
100,0.93418
101,0.9332
102,0.93222
103,0.93123
104,0.93023
105,0.92923
106,0.92822
107,0.9272
108,0.92618
109,0.92515
110,0.92409
111,0.92305
112,0.922
113,0.92095
114,0.91989
115,0.91882
116,0.91774
117,0.91665
118,0.91555
119,0.91444
120,0.91333
121,0.91221
122,0.91109
123,0.90996
124,0.90882
125,0.90768
126,0.90653
127,0.90538
128,0.90422
129,0.90306
130,0.9019
131,0.90073
132,0.89955
133,0.89836
134,0.89717
135,0.89597
136,0.89476
137,0.89355
138,0.89232
139,0.89109
140,0.88986
141,0.88862
142,0.88738
143,0.88612
144,0.88485
145,0.88358
146,0.8823
147,0.88102
148,0.87973
149,0.87844
150,0.87714
151,0.87583
152,0.8745
153,0.87317
154,0.87184
155,0.8705
156,0.86914
157,0.86778
158,0.86641
159,0.86503
160,0.86364
161,0.86225
162,0.86084
163,0.85943
164,0.85801
165,0.85658
166,0.85515
167,0.85369
168,0.85223
169,0.85076
170,0.84927
171,0.84777
172,0.84625
173,0.84471
174,0.84317
175,0.84162
176,0.84006
177,0.83848
178,0.83688
179,0.83526
180,0.83362
181,0.83196
182,0.83029
183,0.82859
184,0.82685
185,0.82509
186,0.8233
187,0.82149
188,0.81963
189,0.81775
190,0.81582
191,0.81385
192,0.81184
193,0.80979
194,0.8077
195,0.80555
196,0.80333
197,0.80104
198,0.79866
199,0.7962
200,0.79365
,
,
,
